,Year,Type,Country,Sex ,Age,Fatal (Y/N),Month,Day,date_clean,Age_clean,Species_clean_2,Time_clean,Activity_clean_1,Activity_clean_2
319,2016,Unprovoked,australia,M,31,N,01,02,2016-01-02,31.0,other/NA,A.M.,spearfishing,spearfishing
320,2015,Boat,south africa,M,,N,12,26,2015-12-26,,white shark,P.M.,kayak fishing,Other
321,2015,Unprovoked,spain,F,38,N,12,25,2015-12-25,38.0,other/NA,P.M.,swimming,swimming
322,2015,Unprovoked,usa,M,71,N,12,22,2015-12-22,71.0,other/NA,A.M.,paddle boarding,Other
323,2015,Unprovoked,australia,M,43,N,12,21,2015-12-21,43.0,bronze whaler shark,P.M.,surfing,surfing
324,2015,Unprovoked,brazil,M,32,N,12,21,2015-12-21,32.0,tiger shark,A.M.,scuba diving,scuba diving
325,2015,Unprovoked,aruba,M,58,Y,12,19,2015-12-19,58.0,other/NA,A.M.,,Other
326,2015,Boat,australia,,,N,12,13,2015-12-13,,white shark,A.M.,fishing,fishing
327,2015,Unprovoked,bahamas,M,26,N,12,11,2015-12-11,26.0,bull shark,A.M.,lobster fishing,Other
328,2015,Unprovoked,south africa,F,22,N,12,08,2015-12-08,22.0,other/NA,,swimming,swimming
329,2015,Unprovoked,ecuador,M,55,N,11,20,2015-11-20,55.0,other/NA,,snorkeling,snorkeling
330,2015,Unprovoked,usa,M,,N,11,16,2015-11-16,,other/NA,P.M.,surfing,surfing
331,2015,Unprovoked,usa,F,,N,11,15,2015-11-15,,other/NA,A.M.,swimming,swimming
332,2015,Unprovoked,usa,M,28,N,11,15,2015-11-15,28.0,other/NA,A.M.,surfing,surfing
333,2015,Unprovoked,australia,M,20,N,11,10,2015-11-10,20.0,bull shark,,surfing,surfing
334,2015,Invalid,usa,F,9,UNKNOWN,12,23,2015-12-23,,other/NA,,surfing,surfing
335,2015,Unprovoked,usa,M,54,N,11,03,2015-11-03,54.0,other/NA,,swimming,swimming
336,2015,Unprovoked,usa,F,28,N,11,01,2015-11-01,28.0,other/NA,,wading,wading
337,2015,Unprovoked,mozambique,M,19,N,11,01,2015-11-01,19.0,other/NA,A.M.,fishing,fishing
338,2015,Unprovoked,australia,M,50,N,10,30,2015-10-30,50.0,other/NA,,spearfishing,spearfishing
339,2015,Unprovoked,usa,M,10,N,10,28,2015-10-28,10.0,other/NA,,body boarding,body boarding
340,2015,Unprovoked,south africa,M,42,N,10,25,2015-10-25,42.0,white shark,,surfing,surfing
341,2015,Unprovoked,usa,M,21,N,10,21,2015-10-21,21.0,other/NA,P.M.,surfing,surfing
342,2015,Unprovoked,usa,M,21,N,10,19,2015-10-19,21.0,other/NA,A.M.,surfing,surfing
343,2015,Unprovoked,mozambique,F,35,Y,10,17,2015-10-17,35.0,other/NA,A.M.,fishing,fishing
344,2015,Invalid,usa,M,32,UNKNOWN,10,17,2015-10-17,32.0,other/NA,A.M.,surfing,surfing
345,2015,Unprovoked,usa,M,44,N,10,17,2015-10-17,44.0,tiger shark,,swimming,swimming
346,2015,Boat,usa,M,,N,10,13,2015-10-13,,other/NA,P.M.,kayak fishing,Other
347,2015,Unprovoked,usa,F,9,N,10,09,2015-10-09,,other/NA,P.M.,boogie boarding,boogie boarding
348,2015,Unprovoked,usa,M,25,N,10,09,2015-10-09,25.0,tiger shark,P.M.,surfing,surfing
349,2015,Unprovoked,mozambique,M,,N,10,08,2015-10-08,,other/NA,P.M.,fishing,fishing
350,2015,Unprovoked,australia,M,18,N,10,07,2015-10-07,18.0,other/NA,P.M.,surfing,surfing
351,2015,Unprovoked,usa,M,22,N,10,05,2015-10-05,22.0,other/NA,A.M.,body boarding,body boarding
352,2015,Unprovoked,usa,M,13,N,10,05,2015-10-05,13.0,other/NA,,wading,wading
353,2015,Unprovoked,usa,M,14,N,10,04,2015-10-04,14.0,blacktip shark,A.M.,surfing,surfing
354,2015,Unprovoked,usa,M,22,N,09,29,2015-09-29,22.0,blacktip shark,A.M.,surfing,surfing
355,2015,Unprovoked,australia,F,7,N,09,26,2015-09-26,,other/NA,A.M.,snorkeling,snorkeling
356,2015,Boat,usa,M,,N,09,24,2015-09-24,,white shark,,kayak fishing,Other
357,2015,Unprovoked,usa,M,14,N,09,20,2015-09-20,14.0,other/NA,,surfing,surfing
358,2015,Unprovoked,usa,M,27,N,09,20,2015-09-20,27.0,tiger shark,P.M.,spearfishing,spearfishing
359,2015,Unprovoked,usa,M,12,N,09,20,2015-09-20,12.0,other/NA,P.M.,wading,wading
360,2015,Unprovoked,usa,M,16,N,09,20,2015-09-20,16.0,other/NA,P.M.,photographing,Other
361,2015,Boat,usa,M,,N,09,19,2015-09-19,,other/NA,,kayak fishing,Other
362,2015,Unprovoked,usa,M,,N,09,18,2015-09-18,,other/NA,A.M.,swimming,swimming
363,2015,Unprovoked,usa,M,20,N,09,17,2015-09-17,20.0,other/NA,A.M.,surfing,surfing
364,2015,Unprovoked,australia,M,42,N,09,08,2015-09-08,42.0,other/NA,,surfing,surfing
365,2015,Unprovoked,usa,F,50,N,09,06,2015-09-06,50.0,white shark,P.M.,up paddleboarding,Other
366,2015,Provoked,usa,M,29,N,09,05,2015-09-05,29.0,other/NA,P.M.,kayak fishing,Other
367,2015,Unprovoked,australia,M,62,N,09,04,2015-09-04,62.0,white shark,P.M.,skiing,Other
368,2015,Unprovoked,usa,M,,N,09,03,2015-09-03,,other/NA,A.M.,,Other
369,2015,Unprovoked,thailand,F,37,N,09,01,2015-09-01,37.0,other/NA,,wading,wading
370,2015,Unprovoked,fiji,M,,N,09,01,2015-09-01,,tiger shark,A.M.,spearfishing,spearfishing
371,2015,Unprovoked,usa,F,54,N,08,29,2015-08-29,54.0,white shark,P.M.,surfing,surfing
372,2015,Unprovoked,usa,M,21,N,08,29,2015-08-29,21.0,white shark,,surfing,surfing
373,2015,Invalid,usa,M,,UNKNOWN,08,22,2015-08-22,,other/NA,P.M.,,Other
374,2015,Unprovoked,australia,M,38,N,08,22,2015-08-22,38.0,other/NA,P.M.,surfing,surfing
375,2015,Unprovoked,usa,M,15,N,08,20,2015-08-20,15.0,other/NA,P.M.,surfing,surfing
376,2015,Unprovoked,usa,F,10,N,08,19,2015-08-19,10.0,other/NA,A.M.,walking,Other
377,2015,Boat,usa,M,22,N,08,18,2015-08-18,22.0,white shark,P.M.,kayak fishing,Other
378,2015,Invalid,spain,M,10,UNKNOWN,08,18,2015-08-18,10.0,other/NA,A.M.,swimming,swimming
379,2015,Provoked,usa,M,57,N,08,10,2015-08-10,57.0,other/NA,A.M.,spearfishing,spearfishing
380,2015,Unprovoked,australia,M,52,N,07,31,2015-07-31,52.0,white shark,,surfing,surfing
381,2015,Unprovoked,costa rica,M,47,N,07,28,2015-07-28,47.0,other/NA,A.M.,surfing,surfing
382,2015,,australia,M,40,UNKNOWN,07,27,2015-07-27,40.0,other/NA,A.M.,surfing,surfing
383,2015,Unprovoked,usa,M,25,N,07,26,2015-07-26,25.0,other/NA,P.M.,surfing,surfing
384,2015,Invalid,usa,F,35,UNKNOWN,07,26,2015-07-26,35.0,other/NA,,floating,Other
385,2015,Unprovoked,australia,M,46,Y,07,25,2015-07-25,46.0,white shark,A.M.,scallop diving,Other
386,2015,Provoked,usa,M,31,N,07,23,2015-07-23,31.0,other/NA,,kayak fishing,Other
387,2015,Unprovoked,australia,M,40,N,07,23,2015-07-23,40.0,bronze whaler shark,,surfing,surfing
388,2015,Unprovoked,reunion,M,45,N,07,22,2015-07-22,45.0,bull shark,A.M.,surfing,surfing
389,2015,Unprovoked,south africa,M,34,N,07,19,2015-07-19,34.0,white shark,A.M.,surfing,surfing
390,2015,Unprovoked,usa,M,38,N,07,10,2015-07-10,38.0,white shark,,surfing,surfing
391,2015,Invalid,usa,M,39,UNKNOWN,07,08,2015-07-08,39.0,other/NA,A.M.,treading,Other
392,2015,Invalid,french polynesia,M,,UNKNOWN,07,06,2015-07-06,,other/NA,,swimming,swimming
393,2015,Unprovoked,bahamas,F,23,N,07,04,2015-07-04,23.0,other/NA,,spearfishing,spearfishing
394,2015,Unprovoked,usa,M,32,N,07,04,2015-07-04,32.0,other/NA,P.M.,,Other
395,2015,Unprovoked,australia,M,52,N,07,03,2015-07-03,52.0,white shark,A.M.,surfing,surfing
396,2015,Unprovoked,australia,M,32,N,07,02,2015-07-02,32.0,white shark,A.M.,body boarding,body boarding
397,2015,Unprovoked,usa,M,68,N,07,01,2015-07-01,68.0,other/NA,,swimming,swimming
398,2015,Unprovoked,australia,M,,N,06,30,2015-06-30,,other/NA,A.M.,surfing,surfing
399,2015,Unprovoked,usa,M,12,N,06,30,2015-06-30,12.0,other/NA,A.M.,playing,Other
400,2015,Unprovoked,usa,M,18,N,06,27,2015-06-27,18.0,bull shark,,swimming,swimming
401,2015,Unprovoked,south africa,M,19,N,06,27,2015-06-27,19.0,white shark,P.M.,body boarding,body boarding
402,2015,Invalid,usa,F,,UNKNOWN,06,26,2015-06-26,,other/NA,,swimming,swimming
403,2015,Unprovoked,south africa,M,23,N,06,26,2015-06-26,23.0,white shark,,surfing,surfing
404,2015,Unprovoked,usa,M,43,N,06,26,2015-06-26,43.0,other/NA,P.M.,standing,standing
405,2015,Provoked,australia,M,19,N,06,25,2015-06-25,19.0,other/NA,,swimming,swimming
406,2015,Unprovoked,usa,M,47,N,06,25,2015-06-25,47.0,other/NA,P.M.,body surfing,body surfing
407,2015,Unprovoked,usa,M,6,N,06,24,2015-06-24,,other/NA,P.M.,swimming,swimming
408,2015,Invalid,australia,F,37,N,06,24,2015-06-24,37.0,white shark,A.M.,surfing,surfing
409,2015,Unprovoked,usa,M,9,N,06,23,2015-06-23,,other/NA,P.M.,standing,standing
410,2015,Unprovoked,puerto rico,M,36,N,06,19,2015-06-19,36.0,other/NA,,spearfishing,spearfishing
411,2015,Unprovoked,usa,M,10,N,06,17,2015-06-17,10.0,other/NA,,swimming,swimming
412,2015,Unprovoked,usa,M,16,N,06,14,2015-06-14,16.0,bull shark,,wading,wading
413,2015,Unprovoked,usa,F,12,N,06,14,2015-06-14,12.0,bull shark,,wading,wading
414,2015,Unprovoked,usa,F,,N,06,13,2015-06-13,,other/NA,A.M.,,Other
415,2015,Unprovoked,usa,F,13,N,06,11,2015-06-11,13.0,other/NA,,boogie boarding,boogie boarding
416,2015,Unprovoked,usa,M,11,N,06,07,2015-06-07,11.0,bull shark,,playing,Other
417,2015,Unprovoked,usa,F,17,N,06,05,2015-06-05,17.0,other/NA,A.M.,attempting,Other
418,2015,Unprovoked,reunion,M,47,N,06,01,2015-06-01,47.0,bull shark,A.M.,surfing,surfing
419,2015,Unprovoked,usa,F,14,N,05,29,2015-05-29,14.0,other/NA,A.M.,standing,standing
420,2015,Unprovoked,usa,F,19,N,05,29,2015-05-29,19.0,other/NA,,wading,wading
421,2015,Unprovoked,french polynesia,M,19,N,05,25,2015-05-25,19.0,other/NA,,spearfishing,spearfishing
422,2015,Unprovoked,usa,F,13,N,05,24,2015-05-24,13.0,other/NA,,swimming,swimming
423,2015,Unprovoked,usa,M,18,N,05,20,2015-05-20,18.0,other/NA,P.M.,surfing,surfing
424,2015,Unprovoked,usa,M,30,N,05,15,2015-05-15,30.0,other/NA,P.M.,,Other
425,2015,Unprovoked,new caledonia,M,50,Y,05,09,2015-05-09,50.0,bull shark,A.M.,snorkeling,snorkeling
426,2015,Unprovoked,usa,M,,N,05,07,2015-05-07,,other/NA,P.M.,swimming,swimming
427,2015,Unprovoked,australia,M,,N,05,03,2015-05-03,,white shark,A.M.,surfing,surfing
428,2015,Unprovoked,south africa,M,29,N,05,02,2015-05-02,29.0,white shark,P.M.,diving,diving
429,2015,Unprovoked,usa,F,65,Y,04,29,2015-04-29,65.0,other/NA,A.M.,snorkeling,snorkeling
430,2015,Unprovoked,usa,M,63,N,04,26,2015-04-26,63.0,other/NA,A.M.,wading,wading
431,2015,Unprovoked,australia,M,26,N,04,25,2015-04-25,26.0,white shark,,surfing,surfing
432,2015,Unprovoked,australia,M,71,N,04,24,2015-04-24,71.0,white shark,A.M.,surf skiing,Other
433,2015,Unprovoked,usa,M,48,N,04,13,2015-04-13,48.0,other/NA,A.M.,photographing,Other
434,2015,Unprovoked,reunion,M,13,Y,04,12,2015-04-12,13.0,bull shark,,surfing,surfing
435,2015,Unprovoked,australia,M,,N,04,11,2015-04-11,,other/NA,P.M.,paddle boarding,Other
436,2015,Unprovoked,usa,M,70,N,04,03,2015-04-03,70.0,bull shark,P.M.,spearfishing,spearfishing
437,2015,Invalid,italy,M,43,UNKNOWN,03,29,2015-03-29,43.0,other/NA,A.M.,diving,diving
438,2015,Invalid,brazil,M,23,UNKNOWN,03,31,2015-03-31,23.0,other/NA,P.M.,surfing,surfing
439,2015,Boat,south africa,M,36,N,03,26,2015-03-26,36.0,white shark,A.M.,kayak fishing,Other
440,2015,Unprovoked,egypt,M,52,Y,03,21,2015-03-21,52.0,other/NA,P.M.,swimming,swimming
441,2015,Unprovoked,usa,M,58,N,03,18,2015-03-18,58.0,tiger shark,A.M.,standing,standing
442,2015,Unprovoked,french polynesia,M,9,N,03,16,2015-03-16,,blacktip shark,P.M.,hand feeding,Other
443,2015,Boat,australia,M,,N,03,11,2015-03-11,,other/NA,A.M.,fishing,fishing
444,2015,Provoked,mexico,M,36,N,03,10,2015-03-10,36.0,other/NA,A.M.,fishing,fishing
445,2015,Unprovoked,french polynesia,M,18 months,N,03,07,2015-03-07,18.0,other/NA,,sitting,Other
446,2015,Boat,atlantic ocean,,,N,02,15,2015-02-15,,white shark,P.M.,transatlantic rowing,Other
447,2015,Unprovoked,reunion,F,22,Y,02,14,2015-02-14,22.0,tiger shark,A.M.,swimming,swimming
448,2015,Unprovoked,australia,M,41,Y,02,09,2015-02-09,41.0,other/NA,P.M.,surfing,surfing
449,2015,Unprovoked,australia,M,35,N,02,08,2015-02-08,35.0,other/NA,P.M.,surfing,surfing
450,2015,Unprovoked,australia,M,,N,02,05,2015-02-05,,other/NA,P.M.,bodysurfing,Other
451,2015,Boat,australia,M,57,N,01,30,2015-01-30,57.0,bull shark,,rowing,Other
452,2015,Provoked,usa,M,20,N,01,27,2015-01-27,20.0,other/NA,P.M.,shark fishing,Other
453,2015,Unprovoked,australia,M,,N,01,24,2015-01-24,,other/NA,,surfing,surfing
454,2015,Unprovoked,south africa,M,24,N,01,23,2015-01-23,24.0,other/NA,P.M.,floating,Other
455,2015,Boat,usa,M,,N,01,19,2015-01-19,,white shark,,fishing,fishing
456,2015,Invalid,australia,F,,UNKNOWN,01,19,2015-01-19,,other/NA,,surfing,surfing
457,2015,Boat,australia,M,,N,01,17,2015-01-17,,other/NA,,fishing,fishing
458,2015,Unprovoked,australia,M,17,N,01,16,2015-01-16,17.0,other/NA,P.M.,filming,Other
459,2015,Invalid,usa,M,38,UNKNOWN,01,08,2015-01-08,38.0,other/NA,,swimming after falling,Other
460,2015,Unprovoked,bahamas,F,34,N,01,06,2015-01-06,34.0,white shark,,snorkeling,snorkeling
461,2015,Unprovoked,south africa,M,15,N,01,03,2015-01-03,15.0,other/NA,,surfing,surfing
462,2015,Unprovoked,usa,M,12,N,01,01,2015-01-01,12.0,other/NA,A.M.,,Other
463,2014,Unprovoked,australia,,,N,12,29,2014-12-29,,other/NA,,surfing,surfing
464,2014,Unprovoked,australia,M,17,Y,12,29,2014-12-29,17.0,white shark,,spearfishing,spearfishing
465,2014,Sea Disaster,greece,,,N,12,28,2014-12-28,,other/NA,P.M.,,Other
466,2014,Invalid,south africa,,,UNKNOWN,12,28,2014-12-28,,other/NA,P.M.,swimming,swimming
467,2014,Unprovoked,usa,M,50,N,12,28,2014-12-28,50.0,white shark,P.M.,surfing,surfing
468,2014,Provoked,australia,M,40s,N,12,28,2014-12-28,,other/NA,,fishing,fishing
469,2014,Unprovoked,japan,M,,N,12,23,2014-12-23,,other/NA,,diving,diving
470,2014,Unprovoked,australia,M,17,Y,12,15,2014-12-15,17.0,tiger shark,P.M.,spearfishing,spearfishing
471,2014,Provoked,spain,M,,N,12,03,2014-12-03,,other/NA,P.M.,fishing,fishing
472,2014,Unprovoked,australia,M,13,N,11,29,2014-11-29,13.0,other/NA,,surfing,surfing
473,2014,Provoked,mauritius,M,39,Y,11,20,2014-11-20,39.0,other/NA,,fishing,fishing
474,2014,Boat,australia,M,,N,11,19,2014-11-19,,white shark,P.M.,fishing,fishing
475,2014,Boat,usa,,,N,11,17,2014-11-17,,white shark,,,Other
476,2014,Unprovoked,usa,M,44,N,11,16,2014-11-16,44.0,other/NA,,surfing,surfing
477,2014,Unprovoked,usa,M,53,N,11,13,2014-11-13,53.0,other/NA,P.M.,snorkeling,snorkeling
478,2014,Unprovoked,australia,M,,N,11,10,2014-11-10,,other/NA,P.M.,surfing,surfing
479,2014,Unprovoked,usa,M,18,N,11,08,2014-11-08,18.0,other/NA,P.M.,surfing,surfing
480,2014,Unprovoked,usa,F,34,N,10,31,2014-10-31,34.0,tiger shark,,surfing,surfing
481,2014,Provoked,australia,M,20,N,10,30,2014-10-30,20.0,other/NA,P.M.,surfing,surfing
482,2014,Unprovoked,usa,F,,N,10,22,2014-10-22,,tiger shark,A.M.,up paddleboarding,Other
483,2014,Unprovoked,usa,M,,N,10,20,2014-10-20,,other/NA,A.M.,up paddleboarding,Other
484,2014,Boat,usa,F,,N,10,19,2014-10-19,,other/NA,P.M.,canoeing,Other
485,2014,Unprovoked,usa,M,,N,10,18,2014-10-18,,other/NA,,surfing,surfing
486,2014,Unprovoked,australia,F,13,N,10,17,2014-10-17,13.0,other/NA,P.M.,surfing,surfing
487,2014,Unprovoked,usa,F,7,N,10,14,2014-10-14,,bull shark,P.M.,standing,standing
488,2014,Unprovoked,usa,F,,N,10,12,2014-10-12,,other/NA,P.M.,body surfing,body surfing
489,2014,Boat,australia,M,,N,10,11,2014-10-11,,other/NA,,kayaking,Other
490,2014,Unprovoked,usa,M,29,N,10,05,2014-10-05,29.0,blacktip shark,,surfing,surfing
491,2014,Unprovoked,usa,F,40,N,10,07,2014-10-07,40.0,other/NA,P.M.,fishing,fishing
492,2014,Unprovoked,usa,M,15,N,10,05,2014-10-05,15.0,blacktip shark,A.M.,surfing,surfing
493,2014,Boat,usa,M,,N,10,03,2014-10-03,,white shark,P.M.,kayaking,Other
494,2014,Boat,usa,M,,N,10,03,2014-10-03,,white shark,P.M.,kayaking,Other
495,2014,Unprovoked,usa,M,28,N,10,02,2014-10-02,28.0,other/NA,P.M.,surfing,surfing
496,2014,Unprovoked,australia,M,23,N,10,02,2014-10-02,23.0,white shark,,surfing,surfing
497,2014,Unprovoked,usa,M,,N,09,21,2014-09-21,,other/NA,,surfing,surfing
498,2014,Unprovoked,french polynesia,F,36,N,09,13,2014-09-13,36.0,blacktip shark,,feeding,Other
499,2014,Invalid,usa,M,,UNKNOWN,09,13,2014-09-13,,other/NA,,surfing,surfing
500,2014,Unprovoked,australia,M,50,Y,09,09,2014-09-09,50.0,other/NA,,swimming,swimming
501,2014,Unprovoked,usa,M,43,N,09,06,2014-09-06,43.0,bull shark,A.M.,fishing,fishing
502,2014,Boat,usa,F,20s,N,09,03,2014-09-03,,white shark,A.M.,kayaking,Other
503,2014,Provoked,usa,M,52,N,09,02,2014-09-02,52.0,other/NA,A.M.,fishing,fishing
504,2014,Unprovoked,spain,M,16,N,09,01,2014-09-01,16.0,other/NA,,playing,Other
505,2014,Unprovoked,usa,F,13,N,08,31,2014-08-31,13.0,other/NA,,body surfing,body surfing
506,2014,Unprovoked,usa,M,17,N,08,29,2014-08-29,17.0,other/NA,P.M.,surfing,surfing
507,2014,Invalid,usa,,,UNKNOWN,08,29,2014-08-29,,other/NA,,,Other
508,2014,Provoked,usa,M,33,N,08,28,2014-08-28,33.0,other/NA,P.M.,fishing,fishing
509,2014,Unprovoked,spain,F,30s,N,08,27,2014-08-27,,other/NA,,swimming,swimming
510,2014,Unprovoked,usa,M,29,N,08,27,2014-08-27,29.0,other/NA,P.M.,surfing,surfing
511,2014,Unprovoked,usa,F,,N,08,27,2014-08-27,,other/NA,A.M.,standing,standing
512,2014,Provoked,usa,M,,N,08,25,2014-08-25,,bull shark,,fishing,fishing
513,2014,Unprovoked,usa,,,N,08,24,2014-08-24,,other/NA,,kite boarding,Other
514,2014,Unprovoked,australia,M,31,N,08,16,2014-08-16,31.0,other/NA,P.M.,spearfishing,spearfishing
515,2014,Unprovoked,usa,M,,N,08,12,2014-08-12,,bull shark,P.M.,standing,standing
516,2014,Unprovoked,usa,M,26,N,08,10,2014-08-10,26.0,other/NA,A.M.,,Other
517,2014,Unprovoked,bahamas,M,,N,08,09,2014-08-09,,bull shark,P.M.,spearfishing,spearfishing
518,2014,Unprovoked,usa,F,10,N,08,09,2014-08-09,10.0,other/NA,P.M.,swimming,swimming
519,2014,Unprovoked,usa,M,7,N,08,08,2014-08-08,,bull shark,,swimming,swimming
520,2014,Unprovoked,usa,M,10,N,08,06,2014-08-06,10.0,other/NA,,boogie boarding,boogie boarding
521,2014,Unprovoked,usa,F,45,N,08,05,2014-08-05,45.0,other/NA,P.M.,swimming,swimming
522,2014,Unprovoked,usa,M,50s,N,08,02,2014-08-02,,other/NA,,surfing,surfing
523,2014,Unprovoked,usa,M,8,N,08,02,2014-08-02,,other/NA,P.M.,boogie boarding,boogie boarding
524,2014,Unprovoked,south africa,M,20,N,08,01,2014-08-01,20.0,white shark,P.M.,surfing,surfing
525,2014,Invalid,,M,,UNKNOWN,08,01,2014-08-01,,other/NA,,,Other
526,2014,Unprovoked,usa,M,Teen,N,07,27,2014-07-27,,other/NA,,swimming,swimming
527,2014,Unprovoked,reunion,M,51,N,07,22,2014-07-22,51.0,other/NA,P.M.,surfing,surfing
528,2014,Unprovoked,usa,M,8,N,07,21,2014-07-21,,other/NA,P.M.,standing,standing
529,2014,Unprovoked,spain,,,N,07,20,2014-07-20,,other/NA,A.M.,wading,wading
530,2014,Unprovoked,usa,M,61,N,07,16,2014-07-16,61.0,other/NA,,swimming,swimming
531,2014,Unprovoked,usa,M,39,N,07,14,2014-07-14,39.0,other/NA,P.M.,swimming,swimming
532,2014,Invalid,bahamas,M,63,UNKNOWN,07,13,2014-07-13,63.0,other/NA,,shark diving,Other
533,2014,Unprovoked,usa,M,,N,07,12,2014-07-12,,other/NA,,body surfing,body surfing
534,2014,Unprovoked,usa,M,14,N,07,09,2014-07-09,14.0,other/NA,,surfing,surfing
535,2014,Provoked,usa,M,,N,07,05,2014-07-05,,white shark,A.M.,swimming,swimming
536,2014,Unprovoked,usa,M,,N,07,05,2014-07-05,,other/NA,A.M.,surfing,surfing
537,2014,Unprovoked,usa,M,19,N,07,03,2014-07-03,19.0,other/NA,,body surfing,body surfing
538,2014,Boat,st. martin,M,48,N,06,27,2014-06-27,48.0,other/NA,A.M.,transatlantic rowing,Other
539,2014,Unprovoked,bahamas,M,42,N,06,25,2014-06-25,42.0,other/NA,P.M.,spearfishing,spearfishing
540,2014,Unprovoked,australia,M,,N,06,18,2014-06-18,,other/NA,P.M.,surfing,surfing
541,2014,Unprovoked,australia,M,15,N,06,18,2014-06-18,15.0,other/NA,A.M.,body boarding,body boarding
542,2014,Provoked,australia,M,,N,06,17,2014-06-17,,other/NA,P.M.,petting,Other
543,2014,Unprovoked,brazil,M,43,N,06,09,2014-06-09,43.0,other/NA,P.M.,fishing,fishing
544,2014,Unprovoked,usa,M,16,N,06,09,2014-06-09,16.0,other/NA,A.M.,standing,standing
545,2014,Unprovoked,australia,M,39,N,06,09,2014-06-09,39.0,bronze whaler shark,A.M.,body boarding,body boarding
546,2014,Unprovoked,japan,M,43,N,06,08,2014-06-08,43.0,other/NA,P.M.,surfing,surfing
547,2014,Unprovoked,usa,F,14,N,06,07,2014-06-07,14.0,other/NA,A.M.,kneeling,Other
548,2014,Unprovoked,usa,F,22,N,06,01,2014-06-01,22.0,bull shark,P.M.,swimming,swimming
549,2014,Unprovoked,australia,M,,N,06,01,2014-06-01,,other/NA,,surfing,surfing
550,2014,Unprovoked,usa,F,37,N,06,01,2014-06-01,37.0,other/NA,P.M.,tagging,Other
551,2014,Unprovoked,australia,F,29,N,05,27,2014-05-27,29.0,bull shark,P.M.,,Other
552,2014,Unprovoked,france,M,,N,05,23,2014-05-23,,other/NA,P.M.,scuba diving,scuba diving
553,2014,Provoked,australia,M,10,N,05,22,2014-05-22,10.0,other/NA,A.M.,teasing,Other
554,2014,Unprovoked,usa,F,38,N,05,15,2014-05-15,38.0,other/NA,P.M.,body boarding,body boarding
555,2014,Unprovoked,australia,M,35,N,05,14,2014-05-14,35.0,white shark,P.M.,surfing,surfing
556,2014,Unprovoked,usa,F,44,N,05,13,2014-05-13,44.0,other/NA,A.M.,wading,wading
557,2014,Unprovoked,usa,M,12,N,05,11,2014-05-11,12.0,other/NA,,surfing,surfing
558,2014,Invalid,usa,M,,UNKNOWN,05,10,2014-05-10,,other/NA,A.M.,diving,diving
559,2014,Unprovoked,usa,F,40,N,05,06,2014-05-06,40.0,other/NA,A.M.,swimming,swimming
560,2014,Unprovoked,south africa,,,N,05,04,2014-05-04,,other/NA,A.M.,diving,diving
561,2014,Unprovoked,usa,M,23,N,05,01,2014-05-01,23.0,other/NA,P.M.,surfing,surfing
562,2014,Unprovoked,australia,M,,N,04,24,2014-04-24,,other/NA,A.M.,spearfishing,spearfishing
563,2014,Unprovoked,usa,M,42,N,04,22,2014-04-22,42.0,other/NA,A.M.,swimming,swimming
564,2014,Unprovoked,usa,M,25,N,04,15,2014-04-15,25.0,other/NA,A.M.,wading,wading
565,2014,Boat,south africa,,,N,04,12,2014-04-12,,white shark,P.M.,shark watching,Other
566,2014,Provoked,south africa,M,,N,04,12,2014-04-12,,other/NA,,fishing,fishing
567,2014,Unprovoked,usa,M,teen,N,04,04,2014-04-04,,other/NA,P.M.,surfing,surfing
568,2014,Unprovoked,usa,M,teen,N,04,04,2014-04-04,,other/NA,P.M.,surfing,surfing
569,2014,Unprovoked,australia,F,63,Y,04,03,2014-04-03,63.0,white shark,,swimming,swimming
570,2014,Invalid,australia,M,38,UNKNOWN,03,29,2014-03-29,38.0,other/NA,P.M.,diving,diving
571,2014,Unprovoked,south africa,M,66,Y,03,22,2014-03-22,66.0,other/NA,P.M.,swimming,swimming
572,2014,Unprovoked,usa,M,,N,03,22,2014-03-22,,other/NA,P.M.,kite surfing,Other
573,2014,Unprovoked,usa,M,9,N,03,21,2014-03-21,,other/NA,,surfing,surfing
574,2014,Unprovoked,new caledonia,M,42,N,03,18,2014-03-18,42.0,other/NA,,kite surfing,Other
575,2014,Unprovoked,australia,M,42,N,03,18,2014-03-18,42.0,other/NA,A.M.,surfing,surfing
576,2014,Invalid,australia,F,10,UNKNOWN,03,18,2014-03-18,10.0,other/NA,,,Other
577,2014,Unprovoked,australia,M,,N,03,12,2014-03-12,,other/NA,P.M.,swimming,swimming
578,2014,Invalid,cayman islands,M,,UNKNOWN,03,13,2014-03-13,,other/NA,,scuba diving,scuba diving
579,2014,Unprovoked,usa,M,21,N,03,02,2014-03-02,21.0,other/NA,P.M.,surfing,surfing
580,2014,Unprovoked,french polynesia,M,21,N,02,20,2014-02-20,21.0,other/NA,P.M.,kitesurfing,Other
